,Issue#,Title,Owner,Description,Labels,Reviewers,Assignees,Opened time,Closed time,Changed Files,Commits,Events,Participants,Number of Comments,Merged
32,39,BUG: str -> basestring isinstance checks.,dwf,"Closes gh-37.
",,,,2011-09-13 16:02:43,2011-09-13 20:11:40,theano/gof/graph.py theano/compile/debugmode.py theano/compile/io.py theano/configparser.py theano/compile/function_module.py theano/gof/cc.py theano/gof/tests/test_op.py theano/sparse/basic.py theano/compile/module.py theano/scan_module/scan_op.py theano/compile/mode.py theano/scan_module/scan_utils.py theano/gof/cmodule.py doc/sandbox/debugging_with_stepmode.txt theano/gof/sandbox/equilibrium.py theano/compile/profilemode.py theano/sandbox/symbolic_module.py theano/tensor/raw_random.py theano/misc/pycuda_example.py theano/printing.py theano/gof/opt.py,8634f09d84dbfe4c7b97a43fe78be91223768603,"dwf subscribed 2011-09-13 16:02:43,odelalleau subscribed 2011-09-13 16:44:30,nouiz subscribed 2011-09-13 18:03:02,nouiz referenced 2011-09-13 20:11:39,nouiz merged 2011-09-13 20:11:40,nouiz closed 2011-09-13 20:11:40,brandonwillard referenced 2020-10-12 02:44:46",brandonwillard dwf nouiz odelalleau,6,True
33,41,Doc update,nouiz,,,,,2011-09-13 17:55:27,2011-09-13 22:05:44,doc/library/tensor/basic.txt theano/sparse/sandbox/sp.py doc/library/sparse/index.txt doc/index.txt doc/internal/dev_start_guide.txt,7c57ca3e8e5805186eca6f998177aa2f37d73cab f0e99c6110c7408bb8f6c55603735e8777f464cf 736ef6753ff995b55f04320795cbd8ff02a48dfe 20db958e2f2dd9e4fcf0b8fd9849d445dabb5b9d,"nouiz subscribed 2011-09-13 17:55:27,dwf merged 2011-09-13 22:05:44,dwf subscribed 2011-09-13 22:05:44,dwf closed 2011-09-13 22:05:44",dwf nouiz,2,True
34,42,Fix buildbot bug about set_subtensor with list of index.,nouiz,"James added to AdvancedIncSubtensor1 the ability to do set intead of inc. But forgot to update the optimization to pass this new information.

This is a real bug introduced in the trunk but not released.
",,,,2011-09-14 16:04:34,2011-09-14 16:49:30,theano/tensor/opt.py,03b07d026f20e47877e8af92c48180f8ab9db5f9,"nouiz subscribed 2011-09-14 16:04:34,dwf referenced 2011-09-14 16:49:30,dwf subscribed 2011-09-14 16:49:30,dwf merged 2011-09-14 16:49:30,dwf closed 2011-09-14 16:49:30",dwf nouiz,0,True
35,44,Refactored _execute,goodfeli,"See the e-mail thread with subject ""thunk"" on theano-dev

Please read through this and let me know if there are any modifications needed. However, don't merge it yet, as nosetests has not finished running yet. I'll post a comment once nosetests is done running.
",,,,2011-09-15 21:51:09,2011-09-16 17:08:09,theano/gof/cc.py,509664701b29c3476785cc071d262f8fe63e3bd7,"goodfeli subscribed 2011-09-15 21:51:09,dwf subscribed 2011-09-16 17:02:19,jaberg referenced 2011-09-16 17:08:09,jaberg subscribed 2011-09-16 17:08:09,jaberg merged 2011-09-16 17:08:09,jaberg closed 2011-09-16 17:08:09,nouiz subscribed 2011-09-16 18:27:33",goodfeli jaberg dwf nouiz,4,True
36,45,Mixed commit,nouiz,,,,,2011-09-16 17:21:39,2011-09-16 22:13:57,theano/sandbox/cuda/cuda_ndarray.cuh theano/tensor/basic.py theano/sandbox/cuda/tests/test_cuda_ndarray.py theano/sandbox/cuda/cuda_ndarray.cu theano/tensor/tests/test_basic.py,8bb90e12116d0859b7b9b751f5ac5b9abdd5c7ae 9637468fc3fb7a0f33c636e6848ec340433492f0 9a0c05a57bcf71f4b22268c0411c335f12f4846d 71eccb910e08a15e416b63f0dab5aaba44bbf94d,"nouiz subscribed 2011-09-16 17:21:39,jaberg closed 2011-09-16 22:13:57,jaberg subscribed 2011-09-16 22:13:57,jaberg referenced 2011-09-16 22:14:03,jaberg merged 2011-09-16 22:14:03",jaberg nouiz,0,True
37,46,adding CURAND_RandomStreams with support for uniform and normal,jaberg,"Code I wrote a while ago, recently refreshed.

It provides another RandomStreams object that uses CURAND as the backend. It's faster than the MRG code by a little bit on uniform numbers, and faster by a lot on normal ones.

Has a few tests.
",,,,2011-09-16 20:49:15,2011-09-19 19:11:11,theano/sandbox/cuda/tests/test_rng_curand.py theano/sandbox/cuda/__init__.py theano/sandbox/cuda/rng_curand.py,885142fc75f4daaa48e6c285a0b44187d646ceee 96a4acd57851a884618d9fa32764a18cf3d41e6f,"jaberg subscribed 2011-09-16 20:49:15,dwf referenced 2011-09-19 19:11:11,dwf subscribed 2011-09-19 19:11:11,dwf merged 2011-09-19 19:11:11,dwf closed 2011-09-19 19:11:11,nouiz subscribed 2011-09-22 14:45:57",jaberg dwf nouiz,4,True
38,47,fixed bug where basic indexing with floating point indices is,goodfeli,"incorrectly identified as advanced indexing
",,,,2011-09-19 02:23:06,2011-09-19 02:46:54,theano/tensor/basic.py,e1a363dc03a0385614a7e1c380ea7e7532d16c1c,"goodfeli subscribed 2011-09-19 02:23:06,dwf referenced 2011-09-19 02:46:54,dwf subscribed 2011-09-19 02:46:54,dwf merged 2011-09-19 02:46:54,dwf closed 2011-09-19 02:46:54,nouiz subscribed 2011-09-19 13:16:35",goodfeli dwf nouiz,4,True
39,48,Fix pydotprint with ProfileMode,nouiz,,,,,2011-09-19 13:49:01,2011-09-19 19:14:06,theano/tests/test_printing.py theano/printing.py,39f85b45255177b7db0ca6fac004c31675ba6b4e a21d8a43c1adbe46829520554d77fc91e5e69cdd 72d2d3d2fc9165089e0c6167968fc548a40aad91 2046b19086542fe57d808383c1aae8aac464d4e9,"nouiz subscribed 2011-09-19 13:49:01,odelalleau subscribed 2011-09-19 14:17:44,dwf subscribed 2011-09-19 15:59:39,dwf referenced 2011-09-19 19:14:06,dwf merged 2011-09-19 19:14:06,dwf closed 2011-09-19 19:14:06,brandonwillard referenced 2020-09-29 14:31:22",brandonwillard odelalleau nouiz dwf,6,True
40,49,Fix buildbot,nouiz,,,,,2011-09-19 13:53:38,2011-09-19 16:21:59,theano/tensor/tests/test_basic.py,e1af9ac53ab29dd4c8ea219b4b44fd56cda225a5 064d3ca9f13654d80595e08f50b98f61dc40143f,"nouiz subscribed 2011-09-19 13:53:38,odelalleau subscribed 2011-09-19 14:10:42,odelalleau referenced 2011-09-19 16:21:59,odelalleau merged 2011-09-19 16:21:59,odelalleau closed 2011-09-19 16:21:59",odelalleau nouiz,2,True
41,50,TST: subtensor with float index raises TypeError,dwf,"Adds regression test for bug fixed in https://github.com/Theano/Theano/pull/47
",,,,2011-09-19 21:49:02,2011-09-19 21:51:11,theano/tensor/tests/test_basic.py,5310e24fb594f96cc174f0e85e00bd43d9d8bde7,"dwf subscribed 2011-09-19 21:49:02,goodfeli referenced 2011-09-19 21:51:10,goodfeli subscribed 2011-09-19 21:51:10,goodfeli merged 2011-09-19 21:51:11,goodfeli closed 2011-09-19 21:51:11",goodfeli dwf,0,True
42,51,Several spelling and grammar fixes,yosinski,"Hi,

I made several minor spelling and grammar fixes to the tutorial.

Thanks,
Jason Yosinski
",,,,2011-09-21 20:38:31,2011-09-22 00:18:07,doc/sandbox/interactive_debugger.txt doc/tutorial/gradients.txt doc/tutorial/loading_and_saving.txt doc/tutorial/conditions.txt doc/tutorial/examples.txt doc/tutorial/symbolic_graphs.txt,e3fe9e1efc99f16e7d066e9127fbe5b5edaa66c0,"yosinski subscribed 2011-09-21 20:38:31,dwf referenced 2011-09-22 00:18:06,dwf subscribed 2011-09-22 00:18:06,dwf merged 2011-09-22 00:18:07,dwf closed 2011-09-22 00:18:07",yosinski dwf,1,True
43,52,Fix curand op,nouiz,"This fix the test in FAST_COMPILE mode and make it respect pep8.
",,,,2011-09-22 14:37:43,2011-09-22 19:53:10,theano/sandbox/cuda/tests/test_rng_curand.py,c24f141af435ec7bffb278b22bb6c6a8a77e0f2f cc7512939e4cf1228a21548619f28a1f2916c801,"nouiz subscribed 2011-09-22 14:37:43,odelalleau subscribed 2011-09-22 19:19:41,odelalleau referenced 2011-09-22 19:53:10,odelalleau merged 2011-09-22 19:53:10,odelalleau closed 2011-09-22 19:53:10",odelalleau nouiz,3,True
44,54,Fix doc syntax.,nouiz,,,,,2011-09-22 14:52:41,2011-09-22 14:55:38,doc/tutorial/gradients.txt,40986e9e003c278cf7e6a4fbe6dfa393e5b3759f,"nouiz subscribed 2011-09-22 14:52:41,odelalleau referenced 2011-09-22 14:55:38,odelalleau subscribed 2011-09-22 14:55:38,odelalleau merged 2011-09-22 14:55:38,odelalleau closed 2011-09-22 14:55:38,dwf subscribed 2011-09-22 16:49:54",dwf nouiz odelalleau,2,True
45,55,Force gpu test to execute on gpu!,nouiz,,,,,2011-09-22 20:06:03,2011-09-22 20:23:14,theano/sandbox/cuda/tests/test_basic_ops.py,f3fe21abe0aadd17271b740f48e3c2b5fae36cbf,"nouiz subscribed 2011-09-22 20:06:03,dwf referenced 2011-09-22 20:23:14,dwf subscribed 2011-09-22 20:23:14,dwf merged 2011-09-22 20:23:14,dwf closed 2011-09-22 20:23:15",dwf nouiz,0,True
46,56,"Do not call gemm with 0 stride, some blas refuse.",lamblin,"On Ubuntu 11.04, with the default blas as well as with atlas, nosetests crashes with an ""invalid value for argument ..."" error when a stride was 0.
",,,,2011-09-25 18:20:56,2011-09-25 18:25:26,theano/tensor/blas.py,60c82e69e8eb5b8866977b7e4781d8c03938ee66,"lamblin subscribed 2011-09-25 18:20:56,goodfeli referenced 2011-09-25 18:25:26,goodfeli subscribed 2011-09-25 18:25:26,goodfeli merged 2011-09-25 18:25:26,goodfeli closed 2011-09-25 18:25:26",goodfeli lamblin,0,True
47,57,Skip tests when CUDA is not available,lamblin,,,,,2011-09-25 19:32:37,2011-09-27 19:46:51,theano/sandbox/cuda/tests/test_rng_curand.py theano/tensor/blas.py,dc685f1e4cd8d62e9332e60fb26b64d70adac761 bc75752fa4580c86ada2f5c7e59fdba683f6f7c4,"lamblin subscribed 2011-09-25 19:32:37,odelalleau subscribed 2011-09-26 01:47:26,dwf subscribed 2011-09-27 19:38:29,dwf closed 2011-09-27 19:46:51",odelalleau dwf lamblin,4,False
48,59,Added the get_test_value function,goodfeli,"Includes unit tests and a docstring
",,,,2011-09-26 15:48:07,2011-09-26 16:39:17,theano/gof/op.py theano/gof/tests/test_op.py,4d7d37d6fc8634afb1513e641f7c52684bcdb378 457285d6e25b38c1584822bd0bd315d35f1efc64 80bc0102703fa61e9c783a8a3b52f2ea542aff05,"goodfeli subscribed 2011-09-26 15:48:07,odelalleau subscribed 2011-09-26 15:57:18,odelalleau mentioned 2011-09-26 16:37:35,nouiz referenced 2011-09-26 16:39:16,nouiz subscribed 2011-09-26 16:39:16,nouiz merged 2011-09-26 16:39:17,nouiz closed 2011-09-26 16:39:17,brandonwillard referenced 2020-10-01 17:55:56",goodfeli brandonwillard odelalleau nouiz,4,True
49,60,added some defensive programming,goodfeli,"reduces # of cases where Rop succesfully runs
on invalid input
complete safety would require use of Assert op
which disrupts optimizations, so not done for now
",,,,2011-09-26 18:22:49,2011-09-28 02:09:19,theano/tensor/basic.py theano/gof/op.py theano/tensor/tensor_grad.py theano/tensor/tests/test_rop.py,8c0bcff34af833e8648d6230b685a310a0d4ee7d c9e6977fbadec11e5272feec690912fa963f5821 12d07fe193bce61b413acc09d8bed1f3c0dbe1eb d10dd8d4a103cd005f50190c821b14a603b66b73,"goodfeli subscribed 2011-09-26 18:22:49,nouiz mentioned 2011-09-26 19:20:53,nouiz subscribed 2011-09-26 19:20:53,goodfeli mentioned 2011-09-26 20:33:02,jaberg subscribed 2011-09-26 20:33:02,jaberg mentioned 2011-09-26 21:06:20,dwf subscribed 2011-09-26 21:42:32,dwf mentioned 2011-09-26 22:11:31,odelalleau subscribed 2011-09-27 01:32:07,goodfeli mentioned 2011-09-27 01:53:51,odelalleau mentioned 2011-09-27 02:32:35,jaberg mentioned 2011-09-27 03:45:25,jaberg mentioned 2011-09-27 04:03:56,goodfeli mentioned 2011-09-27 11:01:44,odelalleau mentioned 2011-09-27 13:23:46,jaberg mentioned 2011-09-27 14:51:58,goodfeli mentioned 2011-09-27 15:12:34,jaberg mentioned 2011-09-27 15:12:34,jaberg mentioned 2011-09-27 15:14:25,jaberg mentioned 2011-09-27 18:52:43,dwf mentioned 2011-09-27 23:29:31,odelalleau mentioned 2011-09-27 23:47:38,odelalleau mentioned 2011-09-28 01:43:50,odelalleau referenced 2011-09-28 02:09:19,odelalleau merged 2011-09-28 02:09:19,odelalleau closed 2011-09-28 02:09:19",ghost odelalleau dwf goodfeli jaberg nouiz,29,True
50,61,Curand fix,nouiz,"This include some fix to curand op to go further in have there test work in DebugMode.
",,,,2011-09-26 19:06:37,2011-09-26 19:41:23,theano/sandbox/cuda/rng_curand.py,4c42fbff05f85b4f4bbd4c9a6d27e31dd34b4f3c c138cdf536d9e328ee6cb238c0f0f56fe6f5ab3e,"nouiz subscribed 2011-09-26 19:06:38,odelalleau subscribed 2011-09-26 19:18:51,dwf referenced 2011-09-26 19:41:23,dwf subscribed 2011-09-26 19:41:23,dwf merged 2011-09-26 19:41:23,dwf closed 2011-09-26 19:41:23",odelalleau nouiz dwf,4,True
51,62,BUG: Missing import of Variable in curand_rng.py,dwf,"A poster child for unit testing (or at least running pyflakes).
",,,,2011-09-26 19:46:43,2011-09-26 20:20:12,theano/sandbox/cuda/rng_curand.py,9440cc8a8613054c73dd82050d1a819d49b6f69f,"dwf subscribed 2011-09-26 19:46:43,nouiz merged 2011-09-26 20:20:12,nouiz subscribed 2011-09-26 20:20:12,nouiz closed 2011-09-26 20:20:12",dwf nouiz,0,True
52,63,Curand rng pep8,dwf,"Might as well not toss new code into the trunk that doesn't respect
PEP8, nevermind fixing old code.

This leaves alone C code with lines longer than 80 characters.
",,,,2011-09-26 20:09:02,2011-09-26 20:20:08,theano/sandbox/cuda/rng_curand.py,8789fdb7446cccd9028559fabac0d5538573491f 9440cc8a8613054c73dd82050d1a819d49b6f69f,"dwf subscribed 2011-09-26 20:09:02,dwf closed 2011-09-26 20:09:21,nouiz reopened 2011-09-26 20:12:13,nouiz subscribed 2011-09-26 20:12:13,nouiz referenced 2011-09-26 20:20:08,nouiz merged 2011-09-26 20:20:08,nouiz closed 2011-09-26 20:20:08",dwf nouiz,2,True
53,64,More generic get_test_value,odelalleau,"This allows in particular to call get_test_value on Python lists and scalars.
",,,,2011-09-26 21:00:18,2011-09-26 21:07:43,theano/gof/op.py theano/gof/tests/test_op.py,05a84c3a19546e237caf2203906d8638c1a9815b a5eeb90715ea09e1216773d0f0cb69eb6a4aa42a 50f80585cdc02c47740a7b329cd647cacab2bc9b,"odelalleau subscribed 2011-09-26 21:00:18,goodfeli referenced 2011-09-26 21:07:43,goodfeli subscribed 2011-09-26 21:07:43,goodfeli merged 2011-09-26 21:07:43,goodfeli closed 2011-09-26 21:07:43",goodfeli odelalleau,0,True
54,65,Added the test in reverse order.,nouiz,,,,,2011-09-26 21:06:05,2011-09-29 18:07:47,theano/misc/tests/test_gnumpy_utils.py,0250e5eef8ff723ed90b73bcbf33153ceba91f12 69ace57c4dbe219e11363d4ecf4adcf11cb62417 89b2dc4ec665139ee930bdfd266fabacafcfe133 9f1ea241b0eaaf8bf0e94bbcd5da3d09796dba77 7bd759b359cf2ce6050b93898cea1f79f0e8f012,"nouiz subscribed 2011-09-26 21:06:05,odelalleau subscribed 2011-09-27 14:07:49,odelalleau referenced 2011-09-29 18:07:46,odelalleau merged 2011-09-29 18:07:47,odelalleau closed 2011-09-29 18:07:47",odelalleau nouiz,7,True
55,66,TST: test CURAND rng when shape is a Variable,dwf,"Add tests for all the branches involving Variable that weren't tested
and thus not catching that Variable was undefined.
",,,,2011-09-26 21:40:37,2011-09-27 23:18:08,theano/sandbox/cuda/tests/test_rng_curand.py,229d9db97c84dba2365c0f89fd0e472f88ed0a93 c39a88dfa61660de3eeb3fe453a51fd8949607cb a5c408d4ec0a05dbc44e5113bda6e346b5fee6a0 088f574f5c7db920fdaca3e9e845808be2151920 059f00c4b24b03c5d50f6f19abd9d4bb4e0b8f69 1f0937552f86881d945c61b371bc8637df6d1641,"dwf subscribed 2011-09-26 21:40:37,nouiz mentioned 2011-09-27 19:32:14,nouiz subscribed 2011-09-27 19:32:14,jaberg mentioned 2011-09-27 19:32:14,jaberg subscribed 2011-09-27 19:32:14,goodfeli referenced 2011-09-27 23:18:08,goodfeli subscribed 2011-09-27 23:18:08,goodfeli merged 2011-09-27 23:18:08,goodfeli closed 2011-09-27 23:18:08",goodfeli jaberg dwf nouiz,2,True
56,67,Added theano-cache list. It list the content of the theano cache.,nouiz,,,,,2011-09-27 14:21:41,2011-09-27 18:04:59,theano/gof/compiledir.py bin/theano-cache,a64ace019b666d4c9f6e86ffa7bf2e494647e657 17eab9233634a4319bb14de18e3e88c9a24f98fb 30f8bbc89f4638dfd1506940238318bafeaeda6c 97b4c3700fd13852c0479387d203d6289c4cc7ce 6e441bfebbdd0fda5fbb4a94ccd51045f2558320,"nouiz subscribed 2011-09-27 14:21:41,odelalleau subscribed 2011-09-27 14:58:15,odelalleau referenced 2011-09-27 18:04:59,odelalleau merged 2011-09-27 18:04:59,odelalleau closed 2011-09-27 18:04:59",odelalleau nouiz,7,True
57,69,Blas opt fix,nouiz,"James, do you think my fix is valid?
",,,,2011-09-28 14:28:22,2011-10-07 17:41:44,theano/misc/check_blas.py theano/tensor/tests/test_blas.py theano/tensor/blas.py,524831b8464062c5962ccb6301062c6fa8e6cb7e 93f4f290ff135b9dd49ad464a86f1840f58d57a5 827d4953bfff39c0f76339f9b7eb8fc6c13f658c 38f98bc92374046eb4a885a6c8703786f4471e1e df4e0d809c5f8a3f9e9fbe8ec6f846616b06ac24 92021ca6facb4af84aad4fe0050b780a5f0c9de8 83d55369eeadbb399303c59c061dc32bacfac67d,"nouiz subscribed 2011-09-28 14:28:22,odelalleau subscribed 2011-09-28 14:41:29,jaberg mentioned 2011-10-05 16:49:37,jaberg subscribed 2011-10-05 16:49:37,odelalleau closed 2011-10-07 17:41:44,odelalleau referenced 2011-10-07 17:41:48,odelalleau merged 2011-10-07 17:41:48",jaberg odelalleau nouiz,12,True
58,70,Added (known failure) test for optimization bug,odelalleau,"This is a follow-up to email ""Cant make a complex matrix from two reals"" sent on theano-users.
I'll also add an issue about this.
",,,,2011-09-28 14:36:19,2011-09-29 18:12:10,theano/tensor/tests/test_opt.py,9cae7e9436b41c06886a5001c8d48d487494f36a,"odelalleau subscribed 2011-09-28 14:36:19,nouiz subscribed 2011-09-28 15:42:03,odelalleau closed 2011-09-29 18:12:10",odelalleau nouiz,3,False
59,72,Fixed some broken tests due to imports,odelalleau,"The problem was that get_test_value and missing_test_message are
recognized by nosetests as test functions, and thus test code that does
""import *"" from tensor/basic.py could end up trying to run these
functions as tests.
",,,,2011-09-29 18:49:00,2011-09-29 18:51:02,theano/tensor/basic.py,e4330e37e034891b2a87e2d2f91c8700c0881ce2,"odelalleau subscribed 2011-09-29 18:49:00,goodfeli referenced 2011-09-29 18:51:02,goodfeli subscribed 2011-09-29 18:51:02,goodfeli merged 2011-09-29 18:51:02,goodfeli closed 2011-09-29 18:51:02",goodfeli odelalleau,0,True
60,73,Added a 'size' attribute to tensors,odelalleau,"This behaves the same as in numpy:
- For dense tensors it is the product of the shape elements.
- For sparse tensors it is the number of elements actually stored
  (including zeros that are explicitly stored).
",,,,2011-09-29 19:43:24,2011-09-29 20:14:24,theano/tensor/basic.py theano/tensor/tests/test_basic.py theano/sandbox/cuda/tests/test_basic_ops.py theano/sparse/tests/test_basic.py theano/sparse/basic.py,ec2e1a41e26a5027998f92fa94ba245664dd1c1a a1876d25e611fec6e041ae0330b4f5c952e5b513 eb134abc956f4b444454a1c89052f632947b9a02 f82ca39e15d2fc69ff257c15468400da7e721bb9,"odelalleau subscribed 2011-09-29 19:43:24,nouiz subscribed 2011-09-29 20:02:44,nouiz referenced 2011-09-29 20:14:24,nouiz merged 2011-09-29 20:14:24,nouiz closed 2011-09-29 20:14:24",odelalleau nouiz,3,True
61,74,TST: refine the nose test-matching pattern.,dwf,"This replaces our currently useless setup.cfg (has a [nosetest] instead
of [nosetests] section header, therefore none of the settings have any
effect) with one that replaces the pattern that nose uses to look for
tests with one that only looks for files/functions/methods that _start_
with the word test (followed by _ or . or a word boundary character, so
'testify' or something like that doesn't match).

I'm still running the buildbot script to make sure this doesn't orphan
any current tests, so **please don't merge yet** until I've made sure.
",,,,2011-09-29 21:32:05,2011-09-30 19:43:39,setup.cfg,5e6f41a8ee0c96933129359a0f0f3463aa74bde1,"dwf subscribed 2011-09-29 21:32:08,dwf closed 2011-09-30 19:43:39",dwf,1,False
62,75,Tensor cast error,odelalleau,"More explicit error message when one tries to call a function on a symbolic variable instead of a numeric array.
",,,,2011-09-30 01:25:58,2011-09-30 04:13:09,theano/tensor/basic.py theano/compile/function_module.py,1e2b244db9ccabcaaa6a6fddfee3d2013389ebe8 c0b4926a1a1a01ae4a9b05ede410e9421e618f0c 9d5b63e5f87ce53a79d1644fe78e2581785c98ca,"odelalleau subscribed 2011-09-30 01:25:58,jaberg subscribed 2011-09-30 03:14:37,jaberg referenced 2011-09-30 04:13:09,jaberg merged 2011-09-30 04:13:09,jaberg closed 2011-09-30 04:13:09",jaberg odelalleau,2,True
